Date,City,AQI,PM2.5,PM10,Ozone,NO2,CO,SO2,Temperature,Humidity
2023-08-17,Columbus,121,30.23,54.59,50.73,48.99,1.521,13.89,3.3,77.0
2024-04-10,Philadelphia,134,34.14,75.22,80.46,39.44,2.17,14.91,25.5,49.3
2024-07-27,Fort Worth,103,26.53,,47.56,36.69,2.038,15.29,10.6,76.6
2024-09-26,San Jose,75,16.21,40.12,52.69,35.75,1.812,13.52,-6.3,94.1
2024-04-29,Jacksonville,79,20.67,34.08,62.56,38.32,1.752,20.43,25.4,34.7
2024-11-03,Philadelphia,108,26.69,53.41,58.81,54.67,2.412,20.97,-6.3,93.5
2024-04-08,Los Angeles,137,33.79,70.45,111.07,45.18,2.687,25.15,33.1,35.7
2023-04-10,Fort Worth,117,29.58,62.92,70.2,53.68,1.786,16.9,21.4,21.8
2024-11-05,Houston,103,26.34,42.17,63.59,51.46,3.22,16.05,6.5,68.3
2023-01-03,Philadelphia,84,20.2,40.2,63.34,43.9,1.845,19.15,16.3,40.7
2023-12-30,Columbus,111,26.07,53.92,74.88,40.5,1.939,9.69,19.1,50.0
2024-10-10,Fort Worth,95,21.74,43.21,60.65,39.87,1.679,15.62,-0.2,94.7
2023-10-26,Dallas,115,27.65,51.83,67.28,34.84,2.363,22.92,3.2,97.1
2024-06-18,Philadelphia,123,29.04,62.16,62.04,50.36,2.435,13.27,23.7,71.3
2024-12-19,Los Angeles,140,33.55,66.98,58.98,52.41,3.002,21.89,12.5,69.2
2023-02-16,Charlotte,136,,68.2,63.69,40.16,2.592,11.34,16.8,32.9
2023-06-18,San Diego,86,18.58,45.08,58.71,36.06,1.475,17.67,17.9,58.4
2023-05-24,Columbus,108,25.93,62.47,71.89,40.63,2.077,13.85,27.7,31.1
2024-02-24,Los Angeles,157,34.68,85.38,78.26,56.36,3.034,13.5,22.7,42.8
2023-09-18,San Jose,129,28.0,52.43,36.22,41.59,1.702,12.04,2.7,85.6
2023-07-20,Houston,152,34.39,61.61,62.5,44.57,2.642,14.09,5.8,72.7
2023-05-04,Charlotte,115,25.87,62.5,77.53,48.28,1.994,12.78,24.0,39.4
2024-02-07,Houston,146,30.74,72.59,83.19,46.77,2.391,19.52,29.8,46.0
2024-04-13,Columbus,130,27.72,60.5,106.56,38.8,1.073,24.28,33.7,29.5
2023-07-15,Jacksonville,84,20.85,38.8,46.71,,1.866,18.41,15.8,72.3
2023-12-13,Los Angeles,133,30.93,71.46,67.01,58.49,2.887,22.94,12.0,61.0
2024-02-29,New York,130,32.63,75.68,88.8,46.16,2.586,19.49,,26.8
2024-10-10,Columbus,97,19.02,37.47,56.78,41.31,1.826,14.1,1.5,93.8
2024-11-19,San Jose,84,20.86,40.67,50.79,34.61,2.173,20.21,4.7,71.5
2023-05-07,Fort Worth,127,25.38,69.3,68.72,43.01,1.817,15.25,20.4,42.6
2024-04-06,San Diego,106,23.58,51.31,91.23,31.1,2.169,16.71,35.9,12.1
2024-11-05,San Jose,116,28.15,44.54,53.9,45.42,1.96,23.03,-2.0,89.1
2024-05-31,Chicago,125,31.76,69.92,67.52,46.24,2.171,13.19,10.1,35.4
2024-05-25,New York,124,26.25,57.36,77.37,47.03,2.382,16.65,21.4,56.0
2024-06-27,Jacksonville,104,27.71,54.04,58.22,40.2,1.807,11.84,7.8,65.2
2023-02-19,Dallas,144,32.12,69.81,84.76,39.16,2.71,11.79,26.3,28.7
2023-10-13,Dallas,124,26.08,50.61,46.94,52.98,2.307,14.3,-3.0,92.3
2024-03-19,Columbus,105,25.21,55.38,76.19,38.67,2.189,10.05,28.9,25.1
2024-08-22,San Diego,70,16.9,31.63,57.99,36.78,,13.42,8.6,67.6
2024-06-04,Fort Worth,84,21.65,53.51,69.14,44.21,2.493,15.86,9.0,43.5
2023-07-01,Jacksonville,100,23.71,54.86,67.06,50.06,1.292,13.21,16.2,51.6
2024-08-15,Chicago,111,24.4,51.5,60.56,42.84,2.037,18.61,3.2,94.5
2023-05-12,Los Angeles,143,37.84,81.08,94.63,52.24,2.662,26.04,23.5,45.5
2024-02-01,Austin,96,22.16,52.31,54.23,40.95,1.432,12.62,17.6,58.6
2024-09-06,San Jose,96,20.16,46.24,42.15,37.68,1.982,13.51,11.6,76.5
2023-11-26,Dallas,104,21.65,52.57,54.91,44.13,3.373,17.27,4.8,79.0
2024-01-29,San Antonio,98,25.07,53.26,73.7,37.49,2.225,11.24,22.8,42.3
2024-09-15,Charlotte,122,23.94,50.42,56.72,34.85,1.804,13.58,2.5,86.7
2024-12-10,Fort Worth,121,30.35,56.62,57.02,45.76,1.729,16.04,6.3,75.1
2023-09-12,Phoenix,113,26.1,55.98,51.97,49.44,2.485,22.42,-4.2,89.3
2024-02-12,Philadelphia,118,,46.39,86.52,61.39,1.768,12.46,19.0,39.4
2023-10-29,San Diego,79,20.07,36.74,47.39,36.15,1.846,10.25,-7.7,82.2
2023-05-17,Chicago,141,34.33,70.18,105.2,57.26,2.557,12.18,32.3,
2024-02-27,San Jose,111,26.34,61.86,82.0,37.11,0.985,11.0,29.3,41.1
2024-12-17,Charlotte,122,28.24,63.31,54.94,38.39,2.201,16.86,6.2,73.8
2024-06-08,Phoenix,146,33.73,71.48,59.74,52.15,2.205,19.45,18.6,36.8
2024-12-19,Dallas,166,34.66,78.95,57.96,41.81,2.558,17.8,13.4,66.0
2023-11-18,Jacksonville,452,20.24,37.97,62.77,43.76,1.523,21.82,15.0,77.7
2024-07-20,Austin,94,23.27,55.34,42.47,31.84,2.243,,9.4,49.5
2023-08-11,Houston,137,30.52,65.52,63.57,54.31,2.457,17.82,9.5,82.5
2023-08-03,San Jose,113,26.05,58.66,53.73,41.44,2.181,9.91,8.1,87.3
2023-10-25,Austin,93,18.73,46.0,48.87,44.82,1.478,11.66,4.4,70.3
2023-12-20,Charlotte,83,14.88,35.07,72.89,37.59,2.181,14.35,22.6,62.2
2024-11-19,Chicago,100,26.42,58.59,59.62,50.23,2.366,21.57,6.9,77.8
2024-12-28,Austin,111,27.14,60.83,59.75,36.66,1.788,14.95,16.4,56.8
2023-07-02,Dallas,114,28.77,68.11,64.17,52.44,2.486,17.59,17.0,58.2
2024-07-09,Jacksonville,118,23.95,57.61,41.84,35.87,1.936,14.1,11.9,59.3
2024-10-14,Philadelphia,133,29.1,57.65,67.64,45.84,2.344,13.78,13.7,73.7
2024-12-28,Los Angeles,164,38.04,87.89,75.95,55.21,2.492,18.53,27.1,64.2
2023-12-27,Dallas,118,28.97,62.89,62.05,41.73,2.23,15.72,4.4,53.6
2024-05-06,San Jose,102,23.34,56.75,69.3,33.99,1.931,11.75,28.6,35.2
2024-08-07,Austin,92,23.15,49.09,51.81,39.14,1.878,14.96,6.3,93.5
2024-12-28,San Antonio,105,23.31,49.12,68.35,43.97,1.833,20.43,21.8,49.3
2024-11-21,Jacksonville,81,16.75,36.03,65.09,35.0,2.105,15.44,3.2,77.2
2024-06-30,Phoenix,110,26.02,53.2,62.79,50.01,2.63,16.99,20.8,49.9
2024-03-08,Fort Worth,122,20.59,57.49,98.1,50.6,2.326,15.72,30.7,28.3
2023-01-14,Dallas,116,28.05,65.14,83.3,53.61,1.995,12.62,16.8,66.8
2023-04-20,New York,141,32.48,71.39,86.24,44.04,1.648,,30.3,30.0
2024-01-26,Chicago,117,28.29,74.37,78.81,37.84,,,17.8,51.3
2023-02-24,Austin,101,22.8,48.67,76.88,37.96,,18.35,27.1,33.8
2023-02-27,Houston,154,32.79,81.29,85.82,49.07,2.591,23.73,31.5,50.2
2023-10-01,Fort Worth,105,22.24,42.32,63.17,51.92,2.286,19.18,-1.6,84.5
2023-06-14,Phoenix,128,28.89,66.99,69.36,45.46,2.863,16.48,19.7,70.8
2024-11-30,Phoenix,124,27.85,60.0,43.87,43.67,1.653,15.98,13.8,67.3
2023-05-30,Columbus,133,31.85,71.14,75.45,40.22,2.245,20.4,23.2,51.6
2023-03-05,Jacksonville,126,25.79,51.64,98.65,39.0,2.236,9.49,37.2,32.1
2023-10-30,Houston,100,25.61,55.75,45.0,272.87,2.582,20.15,-2.4,75.8
2024-07-08,New York,96,23.05,45.94,60.94,33.83,1.895,16.52,13.4,62.0
2024-01-03,Columbus,114,26.12,48.94,56.51,42.02,2.365,18.7,,72.7
2024-04-08,Los Angeles,141,33.88,76.08,109.75,44.74,2.609,23.53,32.1,20.1
2024-09-22,Columbus,78,19.02,45.08,50.13,38.01,1.83,9.48,3.9,94.8
2024-11-22,Jacksonville,101,24.93,46.83,45.1,38.52,2.543,12.87,3.2,67.9
2024-07-29,Columbus,95,24.94,53.1,47.64,42.77,1.891,15.47,3.5,89.2
2023-08-18,Jacksonville,80,18.89,48.87,64.53,45.12,2.107,14.25,-0.2,84.9
2024-10-24,Dallas,95,19.97,35.19,53.59,41.93,3.04,19.47,8.0,64.8
2024-02-03,Houston,123,26.6,62.8,90.02,59.4,2.532,18.4,,42.4
2024-06-07,Fort Worth,109,26.07,51.89,59.38,43.22,2.247,9.87,18.6,45.4
2024-12-13,Phoenix,120,24.96,52.27,62.98,48.93,2.698,16.97,5.3,62.4
2024-12-10,Austin,98,26.56,60.06,44.94,42.4,2.177,14.26,7.8,
2023-02-18,Charlotte,111,29.08,66.86,85.22,33.51,1.881,15.21,32.6,36.9
2024-01-26,San Antonio,142,23.91,53.02,91.1,47.64,2.076,11.51,31.4,55.3
2024-03-02,Fort Worth,,28.88,70.24,50.26,40.72,2.349,13.78,22.7,43.1
2024-12-02,Philadelphia,109,24.04,54.34,62.75,47.21,2.434,18.25,2.9,62.0
2024-07-19,New York,85,21.41,46.5,55.11,41.61,2.085,18.16,8.4,84.3
2023-01-14,Jacksonville,103,21.94,59.63,50.41,39.31,1.899,17.11,14.4,65.9
2023-09-15,Houston,104,27.02,63.02,47.7,47.41,2.156,12.79,-0.4,82.3
2024-09-27,Columbus,85,,41.05,41.08,45.69,2.231,15.12,-0.4,74.3
2024-03-29,Columbus,101,25.47,48.26,68.95,39.55,2.219,15.67,31.0,37.3
2023-08-19,Charlotte,91,25.29,51.97,56.69,38.54,,12.0,4.6,82.0
2024-10-10,Jacksonville,101,23.24,419.76,53.67,41.82,1.82,18.54,-1.2,78.3
2024-12-27,Austin,,24.23,51.68,62.92,33.72,2.031,13.33,19.2,54.9
2024-01-12,Fort Worth,135,30.55,76.16,60.91,51.02,1.959,18.65,16.7,61.7
2024-08-25,Dallas,103,23.04,54.4,45.13,42.84,2.514,16.06,8.8,85.6
2024-09-09,Houston,111,22.38,58.78,68.71,52.63,3.556,16.25,3.8,80.5
2023-07-18,Phoenix,93,21.45,47.94,68.39,42.05,2.971,19.24,13.4,71.1
2024-04-04,Chicago,136,29.44,55.99,101.25,41.66,2.225,13.68,34.6,24.0
2024-11-30,Los Angeles,128,31.84,67.26,72.72,53.76,3.255,16.82,7.1,67.1
2023-07-11,Chicago,113,27.49,59.14,58.32,37.72,2.268,21.98,6.2,65.2
2024-06-10,Los Angeles,136,31.01,78.76,72.89,51.89,3.009,17.08,20.6,35.9
2024-01-22,New York,117,27.18,54.87,66.97,46.5,2.453,,22.1,39.2
2024-03-14,Phoenix,146,34.09,80.92,103.96,47.91,,20.03,29.5,47.8
2024-07-23,Phoenix,121,22.69,57.87,64.96,47.02,1.956,14.45,11.1,76.6
2023-05-14,Chicago,117,29.97,62.76,76.22,47.98,1.887,16.63,25.4,37.3
2024-08-21,Columbus,91,21.04,44.31,49.72,47.93,1.884,19.89,3.5,59.6
2023-09-19,New York,97,24.68,45.65,59.05,40.99,1.758,19.58,3.5,80.3
2023-12-05,San Diego,78,18.49,35.47,62.8,36.49,1.885,18.39,2.6,68.9
2024-12-27,Charlotte,84,23.29,44.6,71.72,45.41,1.828,13.03,19.1,76.6
2023-06-08,New York,138,32.11,68.65,69.93,45.27,2.106,20.31,22.4,48.7
2023-06-07,Charlotte,127,29.81,72.58,50.31,39.87,2.238,21.69,17.6,49.4
2023-11-27,San Jose,98,25.24,49.45,47.89,34.89,1.81,11.24,5.8,84.4
2023-02-22,Fort Worth,120,27.47,61.95,89.1,44.89,2.127,12.1,26.7,42.4
2024-10-02,San Jose,77,14.02,29.3,53.96,34.42,1.306,12.94,12.8,76.9
2024-11-08,Phoenix,100,26.57,56.65,48.36,43.05,2.786,21.29,-3.0,73.7
2024-05-17,Fort Worth,116,29.31,62.81,77.44,41.67,2.202,16.89,23.7,49.1
2024-08-09,Dallas,120,29.73,66.15,62.13,45.99,2.544,12.89,-2.5,90.9
2024-01-02,Los Angeles,130,30.13,68.79,75.53,52.05,2.475,19.42,16.1,52.1
2024-12-25,Philadelphia,125,28.53,41.51,71.88,41.76,1.807,12.04,17.8,70.4
2024-06-22,Houston,125,29.98,73.68,64.93,49.0,3.041,18.38,14.7,73.4
2023-07-08,Dallas,109,24.82,53.22,62.08,41.69,1.532,13.85,11.1,65.1
2023-03-11,Fort Worth,140,28.9,74.74,72.74,36.98,1.814,18.14,24.8,27.3
2024-06-01,Chicago,145,35.87,79.42,60.44,52.14,2.437,12.41,21.3,53.1
2024-03-01,Dallas,125,31.92,63.68,91.92,48.2,2.276,17.11,31.0,39.3
2024-07-03,San Antonio,95,21.51,46.3,47.24,40.67,1.889,14.09,10.4,62.4
2023-04-05,Philadelphia,127,27.63,61.48,99.64,45.57,2.415,10.01,36.2,41.2
2023-08-15,Charlotte,81,19.42,42.08,62.5,46.6,2.009,16.2,2.8,61.8
2023-08-07,Austin,65,15.75,32.06,39.54,40.75,1.961,13.63,3.5,76.9
2023-12-06,Philadelphia,107,26.03,58.57,55.47,40.21,2.318,16.6,15.0,70.6
2024-01-05,Phoenix,143,29.53,72.57,67.67,52.0,2.556,17.71,14.2,59.3
2023-08-12,Fort Worth,104,25.6,50.69,55.31,46.84,2.694,20.23,18.1,70.3
2024-09-25,Dallas,103,23.17,58.54,59.39,35.96,2.215,18.53,-3.9,73.2
2024-05-01,Dallas,119,31.08,63.6,87.07,42.03,2.104,13.94,30.9,33.8
2024-10-26,New York,109,24.97,51.74,56.81,49.75,2.478,15.64,5.1,61.0
2023-04-28,Austin,97,26.02,57.7,71.21,39.65,1.128,18.66,29.3,27.6
2023-12-21,San Diego,81,17.97,33.66,49.02,34.18,1.415,11.55,5.8,69.5
2023-09-04,Charlotte,100,24.2,57.98,56.26,43.0,2.032,11.13,2.2,94.8
2024-10-19,San Jose,74,17.26,27.73,44.05,34.42,2.075,15.01,3.2,93.9
2024-09-28,Houston,89,21.54,49.07,49.29,55.93,2.503,18.03,-3.4,68.8
2023-02-10,Austin,103,25.45,60.06,61.86,45.11,1.325,15.28,,40.1
2024-04-16,Columbus,115,23.95,55.9,78.25,40.07,1.793,13.5,36.5,32.0
2023-11-25,San Antonio,116,28.2,63.84,52.68,33.0,2.245,15.6,-6.5,86.0
2023-04-27,San Antonio,122,29.36,62.64,96.05,40.29,2.789,16.43,33.3,34.1
2023-09-20,Dallas,122,28.2,62.91,52.49,40.66,2.488,20.24,-5.4,95.9
2023-10-17,New York,103,26.63,51.59,53.37,42.9,1.913,13.96,-0.9,96.3
2024-06-13,Columbus,100,20.16,46.27,44.93,34.33,1.757,13.1,20.2,55.6
2024-01-19,Dallas,128,30.66,65.54,62.84,44.62,2.373,16.91,26.1,57.4
2024-06-04,San Diego,109,20.12,47.14,57.92,40.68,1.526,14.86,22.3,50.3
2024-05-13,New York,138,34.14,79.2,98.68,50.08,1.935,13.79,28.0,50.9
2023-10-31,Charlotte,75,19.95,46.4,33.37,38.88,1.358,14.74,-2.9,91.5
2024-10-29,Houston,96,20.08,55.63,55.44,47.12,1.959,14.27,2.5,73.4
2023-11-25,Dallas,111,29.33,62.21,55.34,43.56,1.813,,13.7,91.7
2023-03-26,Los Angeles,152,36.05,79.37,114.99,53.18,3.563,21.42,32.2,35.3
2023-06-21,Fort Worth,132,30.81,64.1,54.5,44.44,1.954,13.35,14.5,68.4
2024-07-04,Dallas,149,30.45,64.45,49.37,42.31,2.307,15.07,18.6,66.3
2023-01-08,Austin,92,,51.21,33.34,33.47,2.431,10.47,4.7,48.8
2023-03-09,Houston,139,33.78,70.73,89.11,49.04,2.773,17.92,31.5,29.8
2024-11-17,Austin,142,,73.56,44.92,35.35,1.86,16.05,8.9,82.3
2023-08-07,Columbus,112,25.13,53.56,61.55,35.57,1.953,11.2,,62.5
2024-12-02,San Antonio,123,28.57,56.78,65.09,42.44,1.674,17.77,13.8,66.8
2023-04-17,Houston,153,39.07,81.62,105.48,47.3,2.089,13.1,33.2,41.5
2024-07-04,Columbus,93,20.41,49.81,72.98,42.04,2.012,16.05,16.0,64.8
2024-12-20,Charlotte,116,25.79,54.96,66.57,44.63,2.458,13.91,10.7,69.0
2024-03-21,Austin,120,25.6,64.42,85.72,34.0,1.913,13.37,32.8,34.0
2023-03-15,Jacksonville,98,21.76,42.91,65.84,38.3,,10.96,24.7,20.2
2024-12-03,Chicago,103,24.89,60.24,58.88,37.61,2.546,13.62,-2.1,79.5
2023-01-25,San Diego,89,22.59,39.08,70.84,34.85,2.052,10.7,17.8,53.1
2023-12-06,New York,106,24.11,58.15,57.46,44.22,2.337,16.16,4.6,68.0
2023-03-31,Los Angeles,159,37.28,85.87,107.38,48.65,2.308,23.74,36.5,34.9
2023-02-25,Chicago,134,25.02,70.46,98.49,41.41,2.77,15.59,28.1,59.5
2023-09-15,Dallas,106,24.55,39.62,45.72,50.21,2.594,20.87,-7.3,90.3
2023-03-14,San Jose,104,23.7,60.44,69.29,32.14,1.736,7.63,24.0,49.7
2023-08-22,Charlotte,96,23.37,53.82,71.81,39.47,2.596,21.55,5.3,93.0
2023-09-22,San Antonio,79,,42.84,53.8,40.96,1.865,10.88,0.7,84.2
2024-02-02,San Diego,115,27.95,59.54,51.31,32.5,1.173,12.51,19.1,54.4
2024-10-07,San Antonio,80,22.75,49.99,50.91,46.95,1.57,12.82,8.3,83.3
2024-03-19,Philadelphia,129,32.27,71.57,83.92,42.45,1.881,15.49,30.4,25.3
2023-01-18,San Antonio,119,27.4,52.68,52.73,40.78,2.218,18.98,23.4,57.1
2024-11-20,Los Angeles,120,31.46,65.02,68.26,56.21,2.709,23.82,2.3,77.7
2024-07-01,New York,116,29.37,50.25,57.08,44.73,2.312,19.6,15.0,62.3
2024-10-18,Jacksonville,,23.29,50.39,56.27,39.87,1.906,7.47,,94.3
2024-09-25,Los Angeles,99,24.26,60.79,52.06,59.43,2.772,21.8,0.3,90.0
2024-08-22,New York,99,23.58,40.72,44.72,44.07,2.259,13.94,-1.4,94.5
2024-12-18,Columbus,83,20.15,41.26,62.7,31.12,1.653,17.15,9.9,68.7
2023-03-16,Philadelphia,119,26.26,60.72,93.87,44.21,1.849,19.08,33.5,16.1
2024-05-29,Los Angeles,,27.99,74.52,83.35,50.34,2.416,17.86,21.5,58.5
2023-10-24,Fort Worth,90,22.88,54.68,52.75,49.61,2.709,15.39,6.0,73.2
2024-12-03,Phoenix,85,24.21,51.19,61.19,51.32,2.378,22.81,6.1,63.6
2024-09-13,Los Angeles,123,31.25,66.73,78.77,,3.078,19.92,-5.3,96.5
2023-10-16,Fort Worth,102,22.76,48.98,49.6,42.76,1.86,17.71,-1.9,93.2
2024-03-24,San Antonio,102,24.99,49.21,80.16,44.17,2.339,19.52,29.2,40.4
2024-02-09,Columbus,107,24.42,58.82,84.26,34.53,1.927,12.88,25.9,52.3
2024-11-07,New York,82,21.5,55.06,59.8,44.97,2.397,15.72,,59.4
2024-04-30,Chicago,115,28.53,61.21,79.89,46.01,2.55,16.35,26.5,30.7
2024-06-30,Houston,150,34.99,71.3,60.71,52.62,3.401,14.99,,57.5
2023-05-20,Jacksonville,116,19.01,40.08,90.63,36.89,2.165,15.37,,28.1
2024-02-05,Fort Worth,134,28.69,72.84,70.24,30.07,2.411,10.55,27.0,30.9
2024-07-12,Phoenix,104,,56.59,81.05,54.43,2.18,20.91,12.4,53.7
2024-10-11,Chicago,124,28.72,62.6,57.11,55.49,2.254,16.04,-0.4,92.9
2023-11-02,Austin,105,22.61,42.52,41.64,40.72,1.549,15.8,2.0,
2024-10-25,Philadelphia,112,23.97,56.61,51.32,40.04,1.916,15.38,0.9,93.9
2023-01-12,Dallas,105,28.64,60.28,71.37,56.62,1.704,12.51,22.0,61.2
2024-07-22,Chicago,102,27.06,49.42,60.61,40.04,2.661,11.69,11.4,81.2
2023-05-07,New York,118,27.14,67.36,77.5,36.79,2.333,14.38,30.0,20.8
2023-01-06,San Jose,117,25.77,45.94,61.72,35.9,2.212,13.8,15.0,51.8
2024-09-02,San Antonio,95,20.06,46.99,54.43,46.66,1.726,19.27,-2.4,62.7
2024-07-04,Dallas,143,33.04,74.28,,53.57,1.616,16.21,19.0,67.8
2023-03-29,Phoenix,128,29.83,58.89,93.33,46.32,2.653,14.38,27.9,34.9
2023-08-04,Jacksonville,90,25.58,50.47,56.3,29.83,1.968,19.18,-0.7,92.8
2023-12-19,Houston,109,32.68,71.98,72.79,57.5,2.216,,8.3,69.4
2024-02-27,Charlotte,113,28.97,63.07,68.66,30.71,1.457,10.05,30.9,30.2
2024-10-23,Columbus,99,23.62,34.5,48.79,38.93,1.822,18.44,6.2,72.2
2024-06-08,Chicago,118,25.64,50.22,69.39,47.67,2.01,15.5,22.3,48.9
2023-06-14,Chicago,103,24.38,55.31,40.76,57.99,,15.16,16.1,68.5
2023-08-15,San Jose,127,27.63,61.91,54.76,38.7,1.654,9.75,7.2,86.9
2023-09-16,Houston,123,28.54,59.16,52.12,47.87,2.778,14.42,-0.6,94.2
2023-04-28,Chicago,129,31.29,72.78,76.5,46.8,2.311,12.97,21.7,57.1
2024-11-18,Fort Worth,102,23.41,57.84,49.61,45.51,2.499,18.41,1.3,76.8
2024-08-03,Columbus,115,23.42,49.4,50.29,44.16,2.039,13.08,4.8,63.1
2023-02-25,Columbus,110,25.57,64.44,75.92,40.5,2.254,13.65,,55.3
2024-07-16,San Diego,71,12.5,,48.66,38.67,1.966,21.57,13.4,72.4
2024-10-22,Dallas,96,21.95,45.99,58.01,45.62,,12.9,5.0,80.1
2023-03-16,Phoenix,155,34.57,83.02,82.45,40.8,2.538,18.68,23.9,59.3
2024-11-18,Los Angeles,119,,69.62,56.16,57.73,2.946,20.36,2.4,59.0
2023-09-14,Los Angeles,114,26.54,59.62,68.57,47.11,2.797,17.9,5.4,95.1
2023-07-22,Jacksonville,94,24.72,49.87,55.21,44.41,2.137,10.39,13.8,68.9
2024-08-17,San Diego,78,18.89,41.54,41.46,24.88,1.806,11.5,7.6,56.4
2023-12-05,Philadelphia,106,23.84,46.16,55.99,48.49,2.11,19.51,0.2,69.3
2023-05-12,Austin,91,24.64,55.95,69.4,40.67,2.337,10.5,,38.6
2024-11-02,Houston,121,27.08,61.26,56.67,51.57,2.623,23.8,7.1,91.8
2023-04-13,Phoenix,118,30.15,66.79,96.5,45.16,2.592,15.92,27.4,42.3
2024-09-26,Los Angeles,135,28.01,77.57,56.02,51.97,2.676,20.66,-3.9,94.0
2023-07-18,Philadelphia,95,22.99,45.14,63.86,47.11,2.082,20.25,13.3,79.4
2024-09-18,San Jose,97,24.01,57.73,58.17,31.16,2.372,11.61,3.9,92.6
2024-05-12,San Diego,107,21.96,53.6,95.09,35.26,2.433,11.9,34.0,10.0
2023-12-03,San Jose,113,29.11,58.46,37.99,41.13,1.63,17.75,,75.0
2024-11-06,Phoenix,102,23.39,47.95,56.93,43.91,2.17,12.32,3.3,78.7
2024-12-11,San Jose,112,25.43,53.45,57.61,22.39,1.251,11.17,17.2,61.4
2023-06-06,San Jose,107,25.22,50.11,64.25,40.54,1.589,16.66,25.6,52.2
2024-08-03,Philadelphia,84,25.05,46.47,47.68,38.02,1.927,13.63,15.3,65.4
2023-11-20,San Antonio,104,16.65,27.31,68.49,38.37,1.987,15.3,1.3,96.2
2023-06-22,New York,114,29.57,59.33,56.91,40.66,2.006,13.89,22.2,59.3
2023-11-17,Houston,115,24.08,59.86,64.28,48.39,2.895,13.53,2.8,93.6
2023-08-15,Jacksonville,81,20.16,47.35,56.19,38.25,2.017,7.75,2.6,73.6
2024-10-18,San Antonio,105,20.28,57.33,48.36,39.89,2.115,15.76,-2.6,94.7
2023-10-11,Columbus,87,21.0,47.26,63.93,,2.175,16.75,5.2,83.3
2024-01-04,Chicago,103,27.2,56.97,58.07,44.39,2.411,16.61,18.3,44.2
2024-11-26,Jacksonville,60,18.69,36.17,56.46,30.57,2.287,19.51,12.8,53.2
2023-12-06,Charlotte,108,25.52,51.15,48.54,34.03,2.39,10.44,4.7,81.4
2024-05-06,San Diego,97,21.84,52.98,73.26,31.47,1.549,14.68,33.4,34.2
2024-04-01,Philadelphia,112,27.82,58.44,68.68,44.41,2.043,13.31,21.2,33.9
2023-11-09,San Diego,105,24.57,46.77,36.75,32.25,2.004,18.21,-0.2,94.4
2024-07-18,Los Angeles,131,32.19,68.74,48.85,49.91,2.833,20.49,8.7,82.3
2023-06-29,Austin,109,23.33,50.72,63.29,49.2,1.455,10.11,22.8,47.9
2024-09-13,Los Angeles,132,28.4,56.51,48.17,57.12,2.692,20.5,5.0,
2023-10-15,Columbus,96,23.96,36.58,66.87,43.23,2.046,,7.8,87.0
2023-05-24,Charlotte,107,29.31,63.05,69.13,38.69,2.329,14.51,23.9,51.3
2024-07-05,Houston,140,27.52,69.19,73.03,50.06,2.838,21.57,22.8,53.4
2023-09-27,Jacksonville,99,24.32,48.57,51.58,31.4,2.191,11.45,-7.3,91.6
2024-10-03,Los Angeles,87,22.44,56.67,48.76,55.14,3.037,21.1,8.2,95.1
2023-03-19,Charlotte,127,31.3,67.93,,36.98,2.145,14.58,34.9,53.2
2023-01-20,Columbus,107,26.85,58.53,65.04,41.22,1.548,17.84,19.5,56.8
2024-06-03,Austin,80,15.8,40.17,55.99,30.81,1.731,6.1,22.5,42.4
2023-02-01,Columbus,120,28.16,62.38,76.63,39.65,2.157,18.61,,57.6
2024-08-18,San Jose,87,24.12,40.34,52.11,42.97,2.567,11.73,-2.2,66.6
2024-02-19,Fort Worth,148,33.15,73.59,65.68,46.66,2.943,16.33,23.2,45.4
2024-08-27,Houston,114,29.57,58.95,49.22,55.13,2.588,19.65,-0.7,76.9
2023-02-07,Dallas,138,30.46,67.95,79.08,46.61,2.241,17.58,26.3,22.7
2023-09-24,Dallas,88,20.11,32.45,63.15,46.13,2.829,16.77,6.2,89.5
2024-07-06,San Diego,97,22.54,40.29,61.76,39.11,1.516,12.72,3.3,76.8
2024-10-31,Fort Worth,108,22.58,41.82,47.78,46.11,2.1,13.0,-3.5,93.6
2023-06-02,Philadelphia,109,23.62,54.0,86.45,45.31,2.861,20.42,34.1,54.7
2024-02-06,Houston,153,37.14,72.68,78.59,46.09,2.862,18.2,25.0,50.9
2024-08-26,Jacksonville,105,27.39,54.72,42.72,44.97,1.649,12.45,5.1,96.0
2023-10-25,Chicago,84,21.83,43.74,67.51,46.27,2.293,16.79,0.7,86.1
2024-04-20,Dallas,127,33.14,75.79,84.64,51.81,2.486,17.16,29.5,36.9
2024-06-06,Los Angeles,147,33.61,76.36,79.04,55.37,3.141,,22.8,67.9
2024-02-11,Philadelphia,109,25.83,59.17,87.01,45.95,1.636,16.38,20.1,44.2
2024-05-29,New York,90,19.94,39.94,82.93,58.33,2.077,21.3,20.8,35.9
2024-11-09,Houston,101,25.3,56.96,63.46,49.3,2.679,17.88,5.9,75.2
2024-09-20,Austin,93,19.16,43.86,45.95,38.02,1.919,15.44,-1.0,95.2
2023-06-19,Fort Worth,140,29.74,62.64,51.02,40.42,2.348,15.61,14.7,70.1
2024-06-10,Chicago,114,29.75,66.96,56.85,44.75,2.256,17.62,10.2,56.8
2024-04-01,Chicago,138,29.03,62.78,80.96,52.04,2.199,15.57,30.2,40.2
